Voltage,5V,Current_Motor,Current_Board
16.15675,5.121251,0,0.259543
16.18115,5.117249,0,0.260194
16.15064,5.117249,0,0.262144
16.18115,5.11925,0,0.261754
16.10183,5.105247,0,0.265265
16.15675,5.111248,0,0.261364
16.18725,5.113249,0,0.259153
16.15675,5.101246,0,0.302324
16.11403,5.111248,0,0.283209
16.10183,5.103246,0,0.275017
16.13234,5.109248,0,0.274627
16.14454,5.097245,0,0.276057
16.10793,5.103246,0,0.275147
16.09573,5.091243,0,0.273847
16.13234,5.113249,0,0.265135
16.15675,5.111248,0,0.265265
16.17505,5.103246,0,0.263964
16.15675,5.109248,0,0.265525
16.16895,5.109248,0,0.264095
16.13234,5.113249,0,0.264225
16.15064,5.109248,0,0.266175
16.10793,5.103246,0,0.271116
16.14454,5.101246,0,0.269426
16.16895,5.107247,0,0.265655
16.16895,5.109248,0,0.263314
16.14454,5.111248,0,0.264485
16.13234,5.115249,0,0.265655
16.14454,5.105247,0,0.263574
16.13234,5.105247,0,0.265135
16.13844,5.113249,0,0.264095
16.12624,5.105247,0,0.263444
16.15064,5.111248,0,0.264485
16.12624,5.107247,0,0.263574
16.13844,5.097245,0,0.265135
16.15675,5.113249,0,0.265655
16.16285,5.113249,0,0.263444
16.15675,5.103246,0,0.264745
16.12624,5.115249,0,0.265655
16.13234,5.105247,0,0.263834
16.17505,5.105247,0,0.264875
16.13234,5.101246,0,0.263834
16.15675,5.115249,0,0.264485
16.16285,5.107247,0,0.265655
16.15675,5.113249,0,0.263444
16.13234,5.105247,0,0.264745
16.16895,5.115249,0,0.264485
16.13234,5.115249,0,0.264745
16.16285,5.103246,0,0.264745
16.16895,5.115249,0,0.263704
16.13234,5.103246,0,0.264615
16.15064,5.103246,0,0.265135
16.15064,5.115249,0,0.263574
16.16895,5.103246,0,0.265265
16.13234,5.109248,0,0.263964
16.15675,5.11925,0,0.24706
16.20556,5.115249,0,0.24615
16.13234,5.113249,0,0.255642
16.18725,5.113249,0,0.248491
16.16285,5.123251,0,0.254602
16.21166,5.117249,0,0.248751
16.18725,5.117249,0,0.247971
16.19946,5.115249,0,0.24758
16.19335,5.123251,0,0.24628
16.13234,5.109248,0,0.265135
16.13844,5.103246,0,0.264095
16.18725,5.103246,0,0.263704
16.13234,5.113249,0,0.265005
16.12624,5.111248,0,0.262794
16.15675,5.113249,0,0.265525
16.13234,5.105247,0,0.264355
16.16895,5.107247,0,0.264485
16.16285,5.111248,0,0.265135
16.16895,5.105247,0,0.263574
16.12624,5.107247,0,0.264095
16.16285,5.105247,0,0.264355
16.16895,5.109248,0,0.262924
16.13844,5.107247,0,0.265005
16.13234,5.113249,0,0.266305
16.12014,5.113249,0,0.269036
16.12624,5.115249,0,0.265525
16.16895,5.115249,0,0.265005
16.16895,5.115249,0,0.267995
16.14454,5.103246,0,0.268125
16.15064,5.113249,0,0.264875
16.11403,5.113249,0,0.264615
16.15675,5.105247,0,0.266955
16.14454,5.109248,0,0.264095
16.16895,5.099245,0,0.263834
16.15064,5.105247,0,0.264875
16.15064,5.101246,0,0.263444
16.15675,5.105247,0,0.264225
16.12624,5.105247,0,0.263964
16.12624,5.115249,0,0.263964
16.13234,5.113249,0,0.265395
16.13844,5.103246,0,0.263054
16.12624,5.115249,0,0.264615
16.16285,5.103246,0,0.264745
16.13234,5.111248,0,0.271246
16.12014,5.105247,0,0.272286
16.13844,5.101246,0,0.271376
16.13234,5.099245,0,0.274887
16.13844,5.097245,0,0.273587
16.08963,5.089243,0,0.271116
16.13234,5.103246,0,0.270206
16.12624,5.111248,0,0.265265
16.15064,5.103246,0,0.263444
16.20556,5.127252,0,0.2468
16.19335,5.117249,0,0.24732
16.13844,5.109248,0,0.277098
16.13844,5.105247,0,0.274627
16.15064,5.117249,0,0.267865
16.10793,5.105247,0,0.272937
16.12014,5.107247,0,0.274107
16.14454,5.107247,0,0.271896
16.13844,5.103246,0,0.273587
16.11403,5.111248,0,0.274237
16.09573,5.103246,0,0.274887
16.10183,5.103246,0,0.273977
16.11403,5.105247,0,0.274757
16.12014,5.105247,0,0.274107
16.13844,5.101246,0,0.276187
16.12624,5.099245,0,0.275797
16.12014,5.107247,0,0.274497
16.09573,5.107247,0,0.273587
16.13234,5.093244,0,0.274887
16.13844,5.103246,0,0.275277
16.12624,5.097245,0,0.276317
16.10793,5.095244,0,0.275927
16.10183,5.099245,0,0.274107
16.11403,5.101246,0,0.279438
16.12014,5.091243,0,0.281519
16.17505,5.115249,0,0.259543
16.16285,5.109248,0,0.260974
16.15675,5.121251,0,0.258243
16.14454,5.115249,0,0.259933
16.17505,5.121251,0,0.256683
16.16895,5.109248,0,0.265135
16.16285,5.117249,0,0.256943
16.16285,5.123251,0,0.260584
16.15064,5.107247,0,0.258893
16.13234,5.103246,0,0.267735
16.16285,5.11925,0,0.258243
16.15675,5.115249,0,0.263184
16.12624,5.111248,0,0.260324
16.12014,5.113249,0,0.260974
16.15064,5.115249,0,0.258893
16.15064,5.107247,0,0.257983
16.14454,5.107247,0,0.258113
16.16895,5.121251,0,0.258763
16.16895,5.117249,0,0.258893
16.13844,5.117249,0,0.259673
16.16285,5.109248,0,0.258373
16.15064,5.11925,0,0.259803
16.16285,5.113249,0,0.261364
16.12014,5.109248,0,0.267995
16.13844,5.111248,0,0.268125
16.15675,5.115249,0,0.266825
16.13844,5.115249,0,0.263444
16.10793,5.099245,0,0.281389
16.11403,5.097245,0,0.280609
16.10793,5.103246,0,0.283859
16.07132,5.095244,0,0.28555
16.11403,5.093244,0,0.2849
16.13234,5.115249,0,0.265395
16.15064,5.115249,0,0.266305
16.10183,5.099245,0,0.276968
16.08963,5.083241,0,0.279828
16.12624,5.097245,0,0.278398
16.14454,5.107247,0,0.267085
16.12014,5.107247,0,0.265135
16.15675,5.113249,0,0.264615
16.12624,5.105247,0,0.266175
16.13234,5.113249,0,0.264745
16.15064,5.115249,0,0.266695
16.13844,5.105247,0,0.264615
16.13844,5.111248,0,0.265525
16.11403,5.109248,0,0.265395
16.15675,5.115249,0,0.264875
16.12014,5.111248,0,0.266435
16.15064,5.111248,0,0.264745
16.16285,5.111248,0,0.265525
16.15064,5.109248,0,0.264875
16.15675,5.103246,0,0.265655
16.15064,5.113249,0,0.265525
16.15675,5.105247,0,0.264225
16.12624,5.113249,0,0.265915
16.15675,5.117249,0,0.264225
16.13234,5.105247,0,0.266305
16.15064,5.109248,0,0.264745
16.15064,5.105247,0,0.266045
16.17505,5.121251,0,0.249921
16.16895,5.113249,0,0.249141
16.15064,5.103246,0,0.266435
16.13234,5.115249,0,0.266305
16.13234,5.105247,0,0.267085
16.15675,5.115249,0,0.266045
16.15064,5.113249,0,0.268516
16.14454,5.111248,0,0.264615
16.13844,5.111248,0,0.265525
16.11403,5.103246,0,0.264225
16.11403,5.109248,0,0.265785
16.15064,5.111248,0,0.266435
16.15675,5.113249,0,0.266175
16.12624,5.113249,0,0.265785
16.12624,5.109248,0,0.265915
16.12624,5.111248,0,0.266825
16.12624,5.115249,0,0.264355
16.15675,5.115249,0,0.265525
16.12624,5.107247,0,0.264875
16.13234,5.107247,0,0.265525
16.11403,5.113249,0,0.267865
16.14454,5.109248,0,0.263574
16.15064,5.105247,0,0.265655
16.12624,5.111248,0,0.265265
16.15675,5.113249,0,0.267865
16.14454,5.111248,0,0.265785
16.11403,5.115249,0,0.267345
16.13844,5.117249,0,0.266045
16.13234,5.101246,0,0.266045
16.11403,5.115249,0,0.267215
16.13234,5.109248,0,0.264485
16.11403,5.115249,0,0.264875
16.13234,5.111248,0,0.264485
16.13234,5.115249,0,0.267735
16.13844,5.115249,0,0.265135
16.15064,5.107247,0,0.265005
16.16285,5.115249,0,0.266435
16.14454,5.117249,0,0.268386
16.13234,5.115249,0,0.265395
16.15064,5.105247,0,0.264485
16.13234,5.103246,0,0.265395
16.14454,5.101246,0,0.265655
16.11403,5.111248,0,0.266305
16.15064,5.115249,0,0.265655
16.13234,5.109248,0,0.264355
16.13234,5.107247,0,0.265265
16.14454,5.105247,0,0.267345
16.13844,5.115249,0,0.265135
16.11403,5.113249,0,0.264225
16.15064,5.111248,0,0.264615
16.15064,5.103246,0,0.264745
16.13234,5.109248,0,0.266045
16.12014,5.111248,0,0.266305
16.15064,5.103246,0,0.264355
16.13844,5.109248,0,0.266695
16.13234,5.103246,0,0.267085
16.10793,5.107247,0,0.265005
16.10793,5.105247,0,0.268256
16.15064,5.107247,0,0.267215
16.13844,5.113249,0,0.265915
16.13234,5.103246,0,0.265265
16.14454,5.109248,0,0.265655
16.14454,5.109248,0,0.265785
16.15064,5.113249,0,0.267345
16.10793,5.115249,0,0.266305
16.13234,5.105247,0,0.265135
16.13234,5.101246,0,0.267475
16.15064,5.107247,0,0.264745
16.13234,5.103246,0,0.266305
16.13844,5.115249,0,0.265135
16.13234,5.107247,0,0.266565
16.13234,5.115249,0,0.265395
16.14454,5.105247,0,0.265525
16.12014,5.115249,0,0.266045
16.15064,5.113249,0,0.265005
16.12624,5.117249,0,0.267865
16.14454,5.113249,0,0.265395
16.11403,5.113249,0,0.266565
16.13234,5.107247,0,0.264225
16.15064,5.099245,0,0.265135
16.15064,5.109248,0,0.267215
16.15675,5.113249,0,0.267345
16.12624,5.101246,0,0.267085
16.11403,5.115249,0,0.264875
16.14454,5.101246,0,0.267475
16.15064,5.103246,0,0.265655
16.12014,5.111248,0,0.266305
16.14454,5.113249,0,0.264095
16.11403,5.113249,0,0.271766
16.13844,5.105247,0,0.266825
16.10793,5.111248,0,0.267215
16.10183,5.109248,0,0.267215
16.14454,5.103246,0,0.264225
16.10793,5.113249,0,0.267085
16.10793,5.117249,0,0.263964
16.14454,5.109248,0,0.267215
16.13844,5.109248,0,0.262924
16.12014,5.113249,0,0.265265
16.13234,5.117249,0,0.263054
16.15675,5.103246,0,0.264745
16.12014,5.109248,0,0.263964
16.13844,5.107247,0,0.264485
16.14454,5.109248,0,0.264095
16.14454,5.113249,0,0.265135
16.12014,5.111248,0,0.264355
16.15064,5.105247,0,0.263184
16.10793,5.115249,0,0.265135
16.15064,5.097245,0,0.264745
16.12624,5.113249,0,0.265005
16.11403,5.103246,0,0.263704
16.14454,5.109248,0,0.265655
16.11403,5.101246,0,0.263184
16.14454,5.111248,0,0.265265
16.13844,5.105247,0,0.263444
16.13844,5.109248,0,0.266305
16.10793,5.117249,0,0.263964
16.10793,5.115249,0,0.266045
16.10183,5.113249,0,0.265525
16.13844,5.103246,0,0.264745
16.10793,5.109248,0,0.262534
16.07743,5.103246,0,0.262924
16.13844,5.113249,0,0.265785
16.12014,5.101246,0,0.265915
16.15064,5.107247,0,0.266045
16.12624,5.113249,0,0.266955
16.08963,5.087243,0,0.270596
16.18115,5.107247,0,0.265395
16.14454,5.107247,0,0.264095
16.10793,5.109248,0,0.268906
16.13234,5.115249,0,0.264485
16.11403,5.109248,0,0.266305
16.12624,5.101246,0,0.265135
16.12014,5.113249,0,0.265005
16.13844,5.111248,0,0.267085
16.12624,5.115249,0,0.266175
16.13844,5.113249,0,0.266305
16.11403,5.111248,0,0.264875
16.14454,5.105247,0,0.266305
16.10793,5.105247,0,0.265915
16.11403,5.113249,0,0.266565
16.10183,5.113249,0,0.263834
16.11403,5.113249,0,0.265655
16.13844,5.107247,0,0.266045
16.13844,5.111248,0,0.265525
16.14454,5.115249,0,0.263964
16.15064,5.113249,0,0.265915
16.10183,5.107247,0,0.263834
16.14454,5.117249,0,0.265005
16.10183,5.107247,0,0.263574
16.11403,5.105247,0,0.265135
16.12014,5.107247,0,0.264355
16.12624,5.111248,0,0.265525
16.12624,5.109248,0,0.265005
16.13234,5.111248,0,0.264615
16.12014,5.111248,0,0.265395
16.14454,5.107247,0,0.264355
16.13844,5.105247,0,0.265525
16.10793,5.117249,0,0.264095
16.13844,5.115249,0,0.265915
16.13844,5.117249,0,0.263834
16.11403,5.111248,0,0.265265
16.15064,5.107247,0,0.263444
16.11403,5.113249,0,0.265785
16.13234,5.107247,0,0.263574
16.12624,5.115249,0,0.265915
16.14454,5.099245,0,0.263444
16.12014,5.101246,0,0.266045
16.13844,5.113249,0,0.263314
16.11403,5.117249,0,0.265785
16.10793,5.103246,0,0.263574
16.13844,5.117249,0,0.265525
16.13844,5.105247,0,0.263444
16.13234,5.107247,0,0.265135
16.12624,5.115249,0,0.264225
16.17505,5.125251,0,0.252652
16.18115,5.123251,0,0.248751
16.18725,5.117249,0,0.248231
16.18725,5.121251,0,0.24693
16.16895,5.117249,0,0.248751
16.17505,5.121251,0,0.249011
16.16285,5.11925,0,0.24745
16.17505,5.123251,0,0.24693
16.15675,5.121251,0,0.248751
16.17505,5.127252,0,0.248621
16.15064,5.125251,0,0.2468
16.15675,5.113249,0,0.24693
16.16895,5.117249,0,0.248491
16.17505,5.11925,0,0.248751
16.17505,5.125251,0,0.24732
16.16895,5.117249,0,0.24719
16.15675,5.117249,0,0.248621
16.16895,5.117249,0,0.248881
16.15675,5.113249,0,0.24654
16.18115,5.115249,0,0.247841
16.14454,5.129252,0,0.249271
16.17505,5.121251,0,0.247971
16.14454,5.113249,0,0.24693
16.15675,5.117249,0,0.247971
16.16285,5.11925,0,0.249271
16.15064,5.125251,0,0.24771
16.15064,5.127252,0,0.249921
16.15064,5.123251,0,0.248881
16.16895,5.127252,0,0.248751
16.18115,5.121251,0,0.24706
16.12014,5.105247,0,0.260714
16.13844,5.121251,0,0.248491
16.16285,5.111248,0,0.250051
16.16895,5.113249,0,0.24641
16.13234,5.101246,0,0.254602
16.10183,5.111248,0,0.265785
16.13234,5.115249,0,0.264485
16.13234,5.113249,0,0.264615
16.12624,5.107247,0,0.264615
16.10183,5.101246,0,0.263704
16.09573,5.107247,0,0.264485
16.14454,5.103246,0,0.263704
16.10183,5.107247,0,0.264355
16.08963,5.113249,0,0.263444
16.13234,5.109248,0,0.264745
16.07132,5.101246,0,0.272156
16.10793,5.105247,0,0.264355
16.12624,5.101246,0,0.264225
16.11403,5.103246,0,0.264485
16.13234,5.105247,0,0.263834
16.13844,5.109248,0,0.264485
16.13844,5.115249,0,0.263444
16.10793,5.109248,0,0.265135
16.11403,5.103246,0,0.263444
16.13844,5.099245,0,0.265785
16.14454,5.109248,0,0.263704
16.18115,5.127252,0,0.247971
16.16895,5.127252,0,0.248751
16.15675,5.117249,0,0.247841
16.14454,5.121251,0,0.247841
16.02251,5.115249,0.12163,0.249401
16.02861,5.125251,0.416102,0.248491
16.02861,5.117249,0.153638,0.24719
16.01641,5.121251,0.140834,0.249271
16.04082,5.127252,0.390495,0.249271
16.03472,5.121251,0.147236,0.24771
16.01641,5.123251,0.169641,0.24745
16.01641,5.117249,0.310476,0.249401
16.04082,5.127252,0.192047,0.24745
16.01031,5.121251,0.188846,0.24693
15.99811,5.125251,0.188846,0.248621
16.01031,5.123251,0.224055,0.249011
15.99811,5.125251,0.20485,0.24706
15.99811,5.127252,0.188846,0.249791
16.01031,5.11925,0.323279,0.248751
16.02861,5.115249,0.16324,0.249401
16.02861,5.129252,0.198448,0.247841
15.9798,5.105247,0.361688,0.254862
16.02251,5.127252,0.166441,0.248361
16.01031,5.123251,0.166441,0.24758
15.9859,5.117249,0.364889,0.248751
16.01031,5.125251,0.166441,0.249011
16.02861,5.123251,0.156838,0.24745
15.9859,5.127252,0.24646,0.248231
15.9859,5.113249,0.169641,0.249661
15.99811,5.115249,0.140834,0.24706
15.99811,5.117249,0.172842,0.248361
15.9859,5.127252,0.208051,0.249011
15.9859,5.11925,0.192047,0.248231
16.01641,5.115249,0.176043,0.24745
15.9859,5.127252,0.342484,0.248621
16.01641,5.125251,0.176043,0.248881
16.02251,5.129252,0.192047,0.24706
15.9798,5.121251,0.377692,0.248621
16.02251,5.129252,0.188846,0.248621
16.00421,5.127252,0.176043,0.24693
15.9737,5.117249,0.364889,0.256423
15.9737,5.111248,0.208051,0.255642
15.992,5.121251,0.20485,0.249791
15.99811,5.125251,0.278468,0.248881
15.9859,5.125251,0.214452,0.24719
16.00421,5.125251,0.217653,0.247971
16.01031,5.127252,0.195248,0.249401
16.01031,5.123251,0.214452,0.24745
16.01641,5.125251,0.185645,0.247841
15.99811,5.123251,0.188846,0.249271
15.99811,5.121251,0.320078,0.249011
15.992,5.109248,0.211252,0.24732
15.99811,5.117249,0.195248,0.250051
15.9798,5.127252,0.384094,0.248361
16.00421,5.127252,0.153638,0.24745
16.00421,5.117249,0.182445,0.248621
15.9737,5.129252,0.364889,0.253172
15.9798,5.117249,0.185645,0.24771
15.99811,5.125251,0.166441,0.249271
16.01031,5.129252,0.24646,0.249531
15.9798,5.125251,0.16324,0.258893
15.992,5.11925,0.179244,0.247841
15.992,5.123251,0.179244,0.251871
16.01641,5.123251,0.201649,0.24719
15.99811,5.121251,0.188846,0.247971
15.9554,5.107247,0.172842,0.265785
15.94319,5.111248,0.28807,0.267345
15.9615,5.109248,0.179244,0.268386
15.9737,5.105247,0.156838,0.264875
15.94929,5.113249,0.352086,0.267475
15.9737,5.113249,0.172842,0.264875
15.92489,5.121251,0.179244,0.266305
15.92489,5.113249,0.329681,0.265265
15.94319,5.103246,0.176043,0.266695
15.92489,5.117249,0.160039,0.265525
15.9615,5.117249,0.249661,0.266955
15.9554,5.105247,0.172842,0.267475
15.9554,5.109248,0.182445,0.265525
15.9615,5.111248,0.16324,0.265525
15.94929,5.113249,0.188846,0.265135
15.9554,5.115249,0.179244,0.267085
15.94929,5.113249,0.172842,0.265915
15.9554,5.117249,0.297673,0.267345
15.9676,5.105247,0.195248,0.264875
15.9615,5.115249,0.169641,0.266955
15.91879,5.121251,0.364889,0.265005
15.9615,5.107247,0.172842,0.266305
15.92489,5.113249,0.176043,0.264485
15.94929,5.111248,0.345684,0.269166
15.93709,5.123251,0.182445,0.267215
15.94929,5.111248,0.179244,0.267605
15.9554,5.115249,0.259263,0.266045
15.9615,5.105247,0.172842,0.266435
15.94319,5.109248,0.176043,0.265655
15.94319,5.107247,0.182445,0.267735
15.91879,5.111248,0.188846,0.266565
15.91879,5.121251,0.179244,0.265525
15.91269,5.111248,0.182445,0.267345
15.93099,5.11925,0.310476,0.272286
15.93099,5.117249,0.185645,0.271766
15.94929,5.115249,0.185645,0.267085
15.94929,5.123251,0.358488,0.265915
15.93099,5.117249,0.182445,0.265265
15.94929,5.113249,0.176043,0.266825
15.93709,5.111248,0.358488,0.265005
15.92489,5.125251,0.188846,0.267995
15.94929,5.107247,0.201649,0.264095
15.91879,5.107247,0.24646,0.271376
15.93099,5.117249,0.182445,0.265005
15.94929,5.121251,0.195248,0.266955
15.90658,5.115249,0.182445,0.265525
15.91269,5.113249,0.188846,0.266045
15.91269,5.11925,0.176043,0.266305
15.94319,5.111248,0.179244,0.265785
15.94929,5.111248,0.332881,0.265265
15.94929,5.105247,0.198448,0.265785
15.88828,5.093244,0.179244,0.279048
15.93709,5.107247,0.387295,0.266825
15.93709,5.113249,0.185645,0.266695
15.91269,5.113249,0.182445,0.266435
15.90658,5.115249,0.345684,0.266565
15.9554,5.113249,0.195248,0.258243
15.94319,5.125251,0.198448,0.257723
15.93099,5.105247,0.243259,0.256943
15.9615,5.113249,0.208051,0.256163
15.94929,5.123251,0.20485,0.259153
15.9676,5.115249,0.201649,0.257853
15.93709,5.125251,0.20485,0.258503
15.92489,5.121251,0.188846,0.255642
15.93709,5.11925,0.195248,0.257983
15.9554,5.115249,0.352086,0.256163
15.93709,5.117249,0.176043,0.257073
15.93709,5.123251,0.195248,0.258113
15.91879,5.121251,0.364889,0.256423
15.94319,5.125251,0.20485,0.259673
15.94319,5.123251,0.230456,0.257593
15.91879,5.121251,0.348885,0.258373
15.93099,5.121251,0.201649,0.255382
15.94319,5.113249,0.188846,0.258763
15.91879,5.113249,0.256063,0.256683
15.94929,5.121251,0.224055,0.260194
15.93709,5.11925,0.188846,0.258893
15.93099,5.125251,0.198448,0.255772
15.9554,5.115249,0.217653,0.258243
15.91879,5.111248,0.20485,0.256683
15.94319,5.115249,0.208051,0.259673
15.94319,5.117249,0.348885,0.255642
15.9615,5.117249,0.195248,0.257853
15.92489,5.115249,0.20485,0.255382
15.93099,5.125251,0.374491,0.257203
15.94319,5.115249,0.201649,0.257073
15.94929,5.11925,0.20485,0.255512
15.94929,5.125251,0.371291,0.257853
15.94319,5.113249,0.20485,0.255382
15.92489,5.111248,0.192047,0.258243
15.92489,5.113249,0.259263,0.255902
15.91879,5.115249,0.211252,0.256943
15.91269,5.123251,0.211252,0.255772
15.94319,5.121251,0.208051,0.257333
15.94929,5.123251,0.214452,0.256553
15.9615,5.121251,0.20485,0.255382
15.90658,5.115249,0.198448,0.257463
15.91879,5.123251,0.364889,0.256163
15.93709,5.113249,0.201649,0.258243
15.94929,5.113249,0.214452,0.255772
15.94319,5.117249,0.396897,0.257073
15.9798,5.123251,0.220854,0.239649
15.9737,5.135254,0.220854,0.239388
15.9615,5.127252,0.396897,0.240689
15.9554,5.127252,0.220854,0.241599
15.9798,5.131253,0.214452,0.240039
15.9615,5.127252,0.291271,0.239258
15.9676,5.137254,0.220854,0.239258
15.9737,5.131253,0.217653,0.240169
15.9798,5.133254,0.217653,0.241339
15.9554,5.127252,0.252862,0.240169
15.9615,5.123251,0.230456,0.239258
15.94929,5.133254,0.214452,0.240949
15.9859,5.131253,0.358488,0.240429
15.9859,5.127252,0.220854,0.240819
15.9737,5.123251,0.217653,0.240299
15.94319,5.135254,0.416102,0.240039
15.9615,5.137254,0.214452,0.240169
15.9798,5.135254,0.220854,0.241469
15.94319,5.131253,0.393696,0.240949
15.92489,5.125251,0.201649,0.249011
15.9615,5.121251,0.220854,0.248101
15.9554,5.121251,0.28487,0.251611
15.92489,5.123251,0.214452,0.248491
15.93709,5.127252,0.224055,0.249401
15.9615,5.121251,0.214452,0.250181
15.89438,5.113249,0.211252,0.254732
15.94929,5.127252,0.217653,0.248621
15.93099,5.109248,0.198448,0.250311
15.92489,5.127252,0.371291,0.248361
15.91879,5.117249,0.233657,0.248101
15.93709,5.131253,0.230456,0.250051
15.90048,5.123251,0.396897,0.247971
15.92489,5.129252,0.240059,0.247971
15.9615,5.129252,0.220854,0.249661
15.93099,5.11925,0.380893,0.24758
15.92489,5.125251,0.227255,0.248231
15.94929,5.123251,0.20485,0.249271
15.94929,5.129252,0.294472,0.24771
15.94319,5.123251,0.236858,0.249011
15.93709,5.121251,0.227255,0.249921
15.93709,5.131253,0.220854,0.24758
15.9615,5.127252,0.227255,0.250051
